1600113010 INTERNAL *** MONITORD_STARTED ***
1600113008 INTERNAL *** DAGMAN_STARTED 115.0 ***
1600113012 stage_out_local_local_1000_0 SUBMIT 116.0 local - 1
1600113012 create_dir_Cats_and_Dogs_0_local SUBMIT 117.0 local - 2
1600113013 stage_out_local_local_1000_0 EXECUTE 116.0 local - 1
1600113013 create_dir_Cats_and_Dogs_0_local EXECUTE 117.0 local - 2
1600113015 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 117.0 local - 2
1600113017 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600113017 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 117.0 local - 2
1600113015 stage_out_local_local_1000_0 JOB_TERMINATED 116.0 local - 1
1600113017 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600113017 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 116.0 local - 1
1600113017 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 117.0 local - 2
1600113023 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600113017 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 116.0 local - 1
1600113023 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600113028 stage_in_remote_local_2_0 SUBMIT 118.0 local - 3
1600113028 stage_in_remote_local_1_0 SUBMIT 119.0 local - 4
1600113028 stage_in_remote_local_0_0 SUBMIT 120.0 local - 5
1600113028 stage_in_local_local_0_0 SUBMIT 121.0 local - 6
1600113028 stage_in_remote_local_3_0 SUBMIT 122.0 local - 7
1600113028 register_local_1000_0 SUBMIT 123.0 local - 8
1600113033 stage_in_remote_local_2_0 EXECUTE 118.0 local - 3
1600113033 stage_in_remote_local_1_0 EXECUTE 119.0 local - 4
1600113033 stage_in_remote_local_0_0 EXECUTE 120.0 local - 5
1600113033 stage_in_local_local_0_0 EXECUTE 121.0 local - 6
1600113033 stage_in_remote_local_3_0 EXECUTE 122.0 local - 7
1600113033 register_local_1000_0 EXECUTE 123.0 local - 8
1600113035 register_local_1000_0 JOB_TERMINATED 123.0 local - 8
1600113038 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600113038 register_local_1000_0 POST_SCRIPT_STARTED 123.0 local - 8
1600113035 stage_in_remote_local_2_0 JOB_TERMINATED 118.0 local - 3
1600113038 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600113038 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 118.0 local - 3
1600113035 stage_in_remote_local_0_0 JOB_TERMINATED 120.0 local - 5
1600113038 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600113038 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 120.0 local - 5
1600113036 stage_in_remote_local_1_0 JOB_TERMINATED 119.0 local - 4
1600113038 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600113038 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 119.0 local - 4
1600113036 stage_in_remote_local_3_0 JOB_TERMINATED 122.0 local - 7
1600113038 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
