1595267131 INTERNAL *** MONITORD_STARTED ***
1595267130 INTERNAL *** DAGMAN_STARTED 37.0 ***
1595267134 create_dir_checkpoint-wf_0_local SUBMIT 38.0 local - 1
1595267135 create_dir_checkpoint-wf_0_local EXECUTE 38.0 local - 1
1595267137 create_dir_checkpoint-wf_0_local JOB_TERMINATED 38.0 local - 1
1595267139 create_dir_checkpoint-wf_0_local JOB_SUCCESS 0 local - 1
1595267139 create_dir_checkpoint-wf_0_local POST_SCRIPT_STARTED 38.0 local - 1
1595267139 create_dir_checkpoint-wf_0_local POST_SCRIPT_TERMINATED 38.0 local - 1
1595267144 create_dir_checkpoint-wf_0_local POST_SCRIPT_SUCCESS 0 local - 1
1595267149 stage_in_remote_local_0_0 SUBMIT 39.0 local - 2
1595267149 stage_in_local_local_0_0 SUBMIT 40.0 local - 3
1595267152 stage_in_local_local_0_0 EXECUTE 40.0 local - 3
1595267152 stage_in_remote_local_0_0 EXECUTE 39.0 local - 2
1595267154 stage_in_local_local_0_0 JOB_TERMINATED 40.0 local - 3
1595267154 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 3
1595267154 stage_in_local_local_0_0 POST_SCRIPT_STARTED 40.0 local - 3
1595267154 stage_in_remote_local_0_0 JOB_TERMINATED 39.0 local - 2
1595267154 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 2
1595267154 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 39.0 local - 2
1595267154 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 39.0 local - 2
1595267159 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1595267154 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 40.0 local - 3
1595267159 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 3
1595267164 print_nums_py_ID0000001 SUBMIT 41.0 condorpool - 4
1595267169 print_nums_py_ID0000001 EXECUTE 41.0 condorpool - 4
1595267260 print_nums_py_ID0000001 JOB_TERMINATED 41.0 condorpool - 4
1595267264 print_nums_py_ID0000001 JOB_FAILURE 14 condorpool - 4
1595267264 print_nums_py_ID0000001 POST_SCRIPT_STARTED 41.0 condorpool - 4
1595267265 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 41.0 condorpool - 4
1595267269 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 4
1595267274 print_nums_py_ID0000001 SUBMIT 42.0 condorpool - 5
1595267275 print_nums_py_ID0000001 EXECUTE 42.0 condorpool - 5
1595267366 print_nums_py_ID0000001 JOB_TERMINATED 42.0 condorpool - 5
1595267369 print_nums_py_ID0000001 JOB_FAILURE 14 condorpool - 5
