1600925236 INTERNAL *** MONITORD_STARTED ***
1600925234 INTERNAL *** DAGMAN_STARTED 217.0 ***
1600925238 stage_out_local_local_1000_0 SUBMIT 218.0 local - 1
1600925238 create_dir_Cats_and_Dogs_0_local SUBMIT 219.0 local - 2
1600925239 create_dir_Cats_and_Dogs_0_local EXECUTE 219.0 local - 2
1600925239 stage_out_local_local_1000_0 EXECUTE 218.0 local - 1
1600925241 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 219.0 local - 2
1600925243 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600925243 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 219.0 local - 2
1600925241 stage_out_local_local_1000_0 JOB_TERMINATED 218.0 local - 1
1600925243 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600925243 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 218.0 local - 1
1600925244 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 219.0 local - 2
1600925248 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600925244 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 218.0 local - 1
1600925248 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600925253 stage_in_remote_local_2_0 SUBMIT 220.0 local - 3
1600925253 stage_in_remote_local_1_0 SUBMIT 221.0 local - 4
1600925253 stage_in_remote_local_0_0 SUBMIT 222.0 local - 5
1600925253 stage_in_local_local_0_0 SUBMIT 223.0 local - 6
1600925253 stage_in_remote_local_3_0 SUBMIT 224.0 local - 7
1600925253 register_local_1000_0 SUBMIT 225.0 local - 8
1600925256 stage_in_remote_local_2_0 EXECUTE 220.0 local - 3
1600925256 stage_in_local_local_0_0 EXECUTE 223.0 local - 6
1600925256 stage_in_remote_local_0_0 EXECUTE 222.0 local - 5
1600925256 register_local_1000_0 EXECUTE 225.0 local - 8
1600925256 stage_in_remote_local_1_0 EXECUTE 221.0 local - 4
1600925256 stage_in_remote_local_3_0 EXECUTE 224.0 local - 7
1600925258 register_local_1000_0 JOB_TERMINATED 225.0 local - 8
1600925258 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600925258 register_local_1000_0 POST_SCRIPT_STARTED 225.0 local - 8
1600925258 register_local_1000_0 POST_SCRIPT_TERMINATED 225.0 local - 8
1600925263 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600925258 stage_in_remote_local_0_0 JOB_TERMINATED 222.0 local - 5
1600925263 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600925263 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 222.0 local - 5
1600925258 stage_in_remote_local_2_0 JOB_TERMINATED 220.0 local - 3
1600925263 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600925263 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 220.0 local - 3
1600925258 stage_in_remote_local_1_0 JOB_TERMINATED 221.0 local - 4
1600925263 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600925263 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 221.0 local - 4
1600925258 stage_in_remote_local_3_0 JOB_TERMINATED 224.0 local - 7
1600925263 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600925263 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 224.0 local - 7
1600925261 stage_in_local_local_0_0 JOB_TERMINATED 223.0 local - 6
1600925263 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600925263 stage_in_local_local_0_0 POST_SCRIPT_STARTED 223.0 local - 6
1600925263 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 222.0 local - 5
1600925268 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1600925264 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 220.0 local - 3
1600925268 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1600925264 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 224.0 local - 7
1600925268 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600925264 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 221.0 local - 4
1600925268 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600925264 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 223.0 local - 6
1600925268 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1600925273 preprocess1_py_ID0000001 SUBMIT 226.0 condorpool - 9
1600925281 preprocess1_py_ID0000001 EXECUTE 226.0 condorpool - 9
1600925284 preprocess1_py_ID0000001 JOB_TERMINATED 226.0 condorpool - 9
1600925288 preprocess1_py_ID0000001 JOB_SUCCESS 0 condorpool - 9
1600925288 preprocess1_py_ID0000001 POST_SCRIPT_STARTED 226.0 condorpool - 9
1600925288 preprocess1_py_ID0000001 POST_SCRIPT_TERMINATED 226.0 condorpool - 9
1600925293 preprocess1_py_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 9
1600925298 clean_up_local_level_3_0 SUBMIT 227.0 local - 10
1600925298 stage_out_local_local_0_0 SUBMIT 228.0 local - 11
1600925298 Augmentation_py_ID0000002 SUBMIT 229.0 condorpool - 12
1600925300 Augmentation_py_ID0000002 EXECUTE 229.0 condorpool - 12
1600925302 stage_out_local_local_0_0 EXECUTE 228.0 local - 11
1600925302 clean_up_local_level_3_0 EXECUTE 227.0 local - 10
1600925303 Augmentation_py_ID0000002 JOB_TERMINATED 229.0 condorpool - 12
1600925308 Augmentation_py_ID0000002 JOB_SUCCESS 0 condorpool - 12
1600925308 Augmentation_py_ID0000002 POST_SCRIPT_STARTED 229.0 condorpool - 12
1600925307 stage_out_local_local_0_0 JOB_TERMINATED 228.0 local - 11
1600925308 stage_out_local_local_0_0 JOB_SUCCESS 0 local - 11
1600925308 stage_out_local_local_0_0 POST_SCRIPT_STARTED 228.0 local - 11
1600925308 stage_out_local_local_0_0 POST_SCRIPT_TERMINATED 228.0 local - 11
1600925313 stage_out_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 11
1600925309 Augmentation_py_ID0000002 POST_SCRIPT_TERMINATED 229.0 condorpool - 12
1600925313 Augmentation_py_ID0000002 POST_SCRIPT_SUCCESS 0 condorpool - 12
1600925316 clean_up_local_level_3_0 JOB_TERMINATED 227.0 local - 10
1600925318 clean_up_local_level_3_0 JOB_SUCCESS 0 local - 10
1600925318 clean_up_local_level_3_0 POST_SCRIPT_STARTED 227.0 local - 10
1600925318 clean_up_local_level_4_0 SUBMIT 230.0 local - 13
1600925318 clean_up_local_level_4_0 EXECUTE 230.0 local - 13
1600925318 stage_out_local_local_1_0 SUBMIT 231.0 local - 14
1600925318 register_local_0_0 SUBMIT 232.0 local - 15
1600925318 Data_Split_py_ID0000003 SUBMIT 233.0 condorpool - 16
1600925318 clean_up_local_level_3_0 POST_SCRIPT_TERMINATED 227.0 local - 10
