1595280140 INTERNAL *** MONITORD_STARTED ***
1595280137 INTERNAL *** DAGMAN_STARTED 92.0 ***
1595280142 create_dir_checkpoint-wf_0_local SUBMIT 93.0 local - 1
1595280143 create_dir_checkpoint-wf_0_local EXECUTE 93.0 local - 1
1595280145 create_dir_checkpoint-wf_0_local JOB_TERMINATED 93.0 local - 1
1595280147 create_dir_checkpoint-wf_0_local JOB_SUCCESS 0 local - 1
1595280147 create_dir_checkpoint-wf_0_local POST_SCRIPT_STARTED 93.0 local - 1
1595280147 create_dir_checkpoint-wf_0_local POST_SCRIPT_TERMINATED 93.0 local - 1
1595280152 create_dir_checkpoint-wf_0_local POST_SCRIPT_SUCCESS 0 local - 1
1595280157 stage_in_remote_local_0_0 SUBMIT 94.0 local - 2
1595280157 stage_in_local_local_0_0 SUBMIT 95.0 local - 3
1595280159 stage_in_remote_local_0_0 EXECUTE 94.0 local - 2
1595280159 stage_in_local_local_0_0 EXECUTE 95.0 local - 3
1595280161 stage_in_remote_local_0_0 JOB_TERMINATED 94.0 local - 2
1595280162 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 2
1595280162 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 94.0 local - 2
1595280161 stage_in_local_local_0_0 JOB_TERMINATED 95.0 local - 3
1595280162 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 3
1595280162 stage_in_local_local_0_0 POST_SCRIPT_STARTED 95.0 local - 3
1595280162 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 95.0 local - 3
1595280167 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 3
1595280162 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 94.0 local - 2
1595280167 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1595280172 print_nums1_py_ID0000001 SUBMIT 96.0 condorpool - 4
1595280177 print_nums1_py_ID0000001 EXECUTE 96.0 condorpool - 4
