1600964364 INTERNAL *** MONITORD_STARTED ***
1600964362 INTERNAL *** DAGMAN_STARTED 406.0 ***
1600964366 stage_out_local_local_1000_0 SUBMIT 407.0 local - 1
1600964366 create_dir_Cats_and_Dogs_0_local SUBMIT 408.0 local - 2
1600964367 stage_out_local_local_1000_0 EXECUTE 407.0 local - 1
1600964367 create_dir_Cats_and_Dogs_0_local EXECUTE 408.0 local - 2
1600964369 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 408.0 local - 2
1600964371 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600964371 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 408.0 local - 2
1600964369 stage_out_local_local_1000_0 JOB_TERMINATED 407.0 local - 1
1600964371 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600964371 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 407.0 local - 1
1600964371 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 408.0 local - 2
1600964376 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600964371 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 407.0 local - 1
1600964376 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600964381 stage_in_remote_local_2_0 SUBMIT 409.0 local - 3
1600964381 stage_in_remote_local_1_0 SUBMIT 410.0 local - 4
1600964382 stage_in_remote_local_0_0 SUBMIT 411.0 local - 5
1600964382 stage_in_remote_local_2_0 EXECUTE 409.0 local - 3
1600964382 stage_in_remote_local_0_0 EXECUTE 411.0 local - 5
1600964382 stage_in_remote_local_1_0 EXECUTE 410.0 local - 4
1600964382 stage_in_local_local_0_0 SUBMIT 412.0 local - 6
1600964382 stage_in_remote_local_3_0 SUBMIT 413.0 local - 7
1600964382 register_local_1000_0 SUBMIT 414.0 local - 8
1600964384 stage_in_remote_local_0_0 JOB_TERMINATED 411.0 local - 5
1600964387 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600964387 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 411.0 local - 5
1600964384 stage_in_remote_local_1_0 JOB_TERMINATED 410.0 local - 4
1600964387 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600964387 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 410.0 local - 4
1600964384 stage_in_remote_local_2_0 JOB_TERMINATED 409.0 local - 3
1600964387 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
