1600874552 INTERNAL *** MONITORD_STARTED ***
1600874550 INTERNAL *** DAGMAN_STARTED 1.0 ***
1600874554 stage_out_local_local_1000_0 SUBMIT 2.0 local - 1
1600874554 create_dir_Cats_and_Dogs_0_local SUBMIT 3.0 local - 2
1600874555 stage_out_local_local_1000_0 EXECUTE 2.0 local - 1
1600874555 create_dir_Cats_and_Dogs_0_local EXECUTE 3.0 local - 2
1600874558 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 3.0 local - 2
1600874559 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600874559 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 3.0 local - 2
1600874558 stage_out_local_local_1000_0 JOB_TERMINATED 2.0 local - 1
1600874559 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600874559 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 2.0 local - 1
1600874560 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 3.0 local - 2
1600874564 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600874560 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 2.0 local - 1
1600874564 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600874569 stage_in_remote_local_2_0 SUBMIT 4.0 local - 3
1600874569 stage_in_remote_local_1_0 SUBMIT 5.0 local - 4
1600874569 stage_in_remote_local_0_0 SUBMIT 6.0 local - 5
1600874569 stage_in_local_local_0_0 SUBMIT 7.0 local - 6
1600874569 stage_in_remote_local_3_0 SUBMIT 8.0 local - 7
1600874569 register_local_1000_0 SUBMIT 9.0 local - 8
1600874571 stage_in_remote_local_0_0 EXECUTE 6.0 local - 5
1600874571 register_local_1000_0 EXECUTE 9.0 local - 8
1600874571 stage_in_remote_local_1_0 EXECUTE 5.0 local - 4
1600874571 stage_in_remote_local_3_0 EXECUTE 8.0 local - 7
1600874571 stage_in_remote_local_2_0 EXECUTE 4.0 local - 3
1600874571 stage_in_local_local_0_0 EXECUTE 7.0 local - 6
1600874572 register_local_1000_0 JOB_TERMINATED 9.0 local - 8
1600874574 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600874574 register_local_1000_0 POST_SCRIPT_STARTED 9.0 local - 8
1600874573 stage_in_remote_local_1_0 JOB_TERMINATED 5.0 local - 4
1600874574 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600874574 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 5.0 local - 4
1600874573 stage_in_remote_local_2_0 JOB_TERMINATED 4.0 local - 3
1600874574 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600874574 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 4.0 local - 3
1600874573 stage_in_remote_local_0_0 JOB_TERMINATED 6.0 local - 5
1600874574 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600874574 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 6.0 local - 5
1600874573 stage_in_remote_local_3_0 JOB_TERMINATED 8.0 local - 7
1600874574 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600874574 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 8.0 local - 7
1600874574 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 5.0 local - 4
1600874579 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600874574 register_local_1000_0 POST_SCRIPT_TERMINATED 9.0 local - 8
1600874579 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600874574 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 6.0 local - 5
1600874579 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1600874574 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 4.0 local - 3
1600874579 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1600874574 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 8.0 local - 7
1600874579 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600874576 stage_in_local_local_0_0 JOB_TERMINATED 7.0 local - 6
1600874579 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600874579 stage_in_local_local_0_0 POST_SCRIPT_STARTED 7.0 local - 6
1600874580 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 7.0 local - 6
1600874584 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1600874589 preprocess1_py_ID0000001 SUBMIT 10.0 condorpool - 9
1600874596 preprocess1_py_ID0000001 EXECUTE 10.0 condorpool - 9
1600874599 preprocess1_py_ID0000001 JOB_TERMINATED 10.0 condorpool - 9
1600874599 preprocess1_py_ID0000001 JOB_SUCCESS 0 condorpool - 9
1600874599 preprocess1_py_ID0000001 POST_SCRIPT_STARTED 10.0 condorpool - 9
1600874599 preprocess1_py_ID0000001 POST_SCRIPT_TERMINATED 10.0 condorpool - 9
1600874604 preprocess1_py_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 9
1600874609 clean_up_local_level_3_0 SUBMIT 11.0 local - 10
1600874609 stage_out_local_local_0_0 SUBMIT 12.0 local - 11
1600874609 Augmentation_py_ID0000002 SUBMIT 13.0 condorpool - 12
1600874610 Augmentation_py_ID0000002 EXECUTE 13.0 condorpool - 12
1600874613 stage_out_local_local_0_0 EXECUTE 12.0 local - 11
1600874613 clean_up_local_level_3_0 EXECUTE 11.0 local - 10
1600874613 Augmentation_py_ID0000002 JOB_TERMINATED 13.0 condorpool - 12
1600874614 Augmentation_py_ID0000002 JOB_SUCCESS 0 condorpool - 12
1600874614 Augmentation_py_ID0000002 POST_SCRIPT_STARTED 13.0 condorpool - 12
1600874614 Augmentation_py_ID0000002 POST_SCRIPT_TERMINATED 13.0 condorpool - 12
1600874619 Augmentation_py_ID0000002 POST_SCRIPT_SUCCESS 0 condorpool - 12
1600874618 stage_out_local_local_0_0 JOB_TERMINATED 12.0 local - 11
1600874619 stage_out_local_local_0_0 JOB_SUCCESS 0 local - 11
1600874619 stage_out_local_local_0_0 POST_SCRIPT_STARTED 12.0 local - 11
1600874620 stage_out_local_local_0_0 POST_SCRIPT_TERMINATED 12.0 local - 11
1600874624 stage_out_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 11
1600874624 stage_out_local_local_1_0 SUBMIT 14.0 local - 13
1600874624 Data_Split_py_ID0000003 SUBMIT 15.0 condorpool - 14
1600874625 stage_out_local_local_1_0 EXECUTE 14.0 local - 13
1600874625 Data_Split_py_ID0000003 EXECUTE 15.0 condorpool - 14
1600874627 clean_up_local_level_3_0 JOB_TERMINATED 11.0 local - 10
1600874629 clean_up_local_level_3_0 JOB_SUCCESS 0 local - 10
1600874629 clean_up_local_level_3_0 POST_SCRIPT_STARTED 11.0 local - 10
1600874627 Data_Split_py_ID0000003 JOB_TERMINATED 15.0 condorpool - 14
1600874629 Data_Split_py_ID0000003 JOB_SUCCESS 0 condorpool - 14
1600874629 Data_Split_py_ID0000003 POST_SCRIPT_STARTED 15.0 condorpool - 14
1600874629 clean_up_local_level_4_0 SUBMIT 16.0 local - 15
1600874629 clean_up_local_level_4_0 EXECUTE 16.0 local - 15
1600874629 register_local_0_0 SUBMIT 17.0 local - 16
1600874629 clean_up_local_level_3_0 POST_SCRIPT_TERMINATED 11.0 local - 10
1600874634 clean_up_local_level_3_0 POST_SCRIPT_SUCCESS 0 local - 10
1600874629 Data_Split_py_ID0000003 POST_SCRIPT_TERMINATED 15.0 condorpool - 14
1600874634 Data_Split_py_ID0000003 POST_SCRIPT_SUCCESS 0 condorpool - 14
1600874630 register_local_0_0 EXECUTE 17.0 local - 16
1600874631 register_local_0_0 JOB_TERMINATED 17.0 local - 16
1600874634 register_local_0_0 JOB_SUCCESS 0 local - 16
1600874634 register_local_0_0 POST_SCRIPT_STARTED 17.0 local - 16
1600874633 stage_out_local_local_1_0 JOB_TERMINATED 14.0 local - 13
1600874634 stage_out_local_local_1_0 JOB_SUCCESS 0 local - 13
1600874634 stage_out_local_local_1_0 POST_SCRIPT_STARTED 14.0 local - 13
1600874634 register_local_0_0 POST_SCRIPT_TERMINATED 17.0 local - 16
1600874639 register_local_0_0 POST_SCRIPT_SUCCESS 0 local - 16
1600874635 stage_out_local_local_1_0 POST_SCRIPT_TERMINATED 14.0 local - 13
1600874639 stage_out_local_local_1_0 POST_SCRIPT_SUCCESS 0 local - 13
1600874639 stage_out_local_local_2_0 SUBMIT 18.0 local - 17
1600874639 VGG_model_py_ID0000004 SUBMIT 19.0 condorpool - 18
1600874640 VGG_model_py_ID0000004 EXECUTE 19.0 condorpool - 18
1600874641 stage_out_local_local_2_0 EXECUTE 18.0 local - 17
1600874644 clean_up_local_level_5_0 SUBMIT 20.0 local - 19
1600874644 register_local_1_0 SUBMIT 21.0 local - 20
1600874645 clean_up_local_level_4_0 JOB_TERMINATED 16.0 local - 15
1600874649 clean_up_local_level_4_0 JOB_SUCCESS 0 local - 15
1600874649 clean_up_local_level_4_0 POST_SCRIPT_STARTED 16.0 local - 15
1600874645 register_local_1_0 EXECUTE 21.0 local - 20
1600874645 clean_up_local_level_5_0 EXECUTE 20.0 local - 19
1600874645 stage_out_local_local_2_0 JOB_TERMINATED 18.0 local - 17
1600874649 stage_out_local_local_2_0 JOB_SUCCESS 0 local - 17
1600874649 stage_out_local_local_2_0 POST_SCRIPT_STARTED 18.0 local - 17
1600874647 register_local_1_0 JOB_TERMINATED 21.0 local - 20
1600874649 register_local_1_0 JOB_SUCCESS 0 local - 20
1600874649 register_local_1_0 POST_SCRIPT_STARTED 21.0 local - 20
1600874649 clean_up_local_level_4_0 POST_SCRIPT_TERMINATED 16.0 local - 15
1600874654 clean_up_local_level_4_0 POST_SCRIPT_SUCCESS 0 local - 15
1600874649 stage_out_local_local_2_0 POST_SCRIPT_TERMINATED 18.0 local - 17
1600874654 stage_out_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 17
1600874649 register_local_1_0 POST_SCRIPT_TERMINATED 21.0 local - 20
1600874654 register_local_1_0 POST_SCRIPT_SUCCESS 0 local - 20
1600874653 clean_up_local_level_5_0 JOB_TERMINATED 20.0 local - 19
1600874654 clean_up_local_level_5_0 JOB_SUCCESS 0 local - 19
1600874654 clean_up_local_level_5_0 POST_SCRIPT_STARTED 20.0 local - 19
1600874654 clean_up_local_level_5_0 POST_SCRIPT_TERMINATED 20.0 local - 19
1600874659 clean_up_local_level_5_0 POST_SCRIPT_SUCCESS 0 local - 19
1600874659 register_local_2_0 SUBMIT 22.0 local - 21
