1595280704 INTERNAL *** MONITORD_STARTED ***
1595280702 INTERNAL *** DAGMAN_STARTED 104.0 ***
1595280706 create_dir_checkpoint-wf_0_local SUBMIT 105.0 local - 1
1595280707 create_dir_checkpoint-wf_0_local EXECUTE 105.0 local - 1
1595280709 create_dir_checkpoint-wf_0_local JOB_TERMINATED 105.0 local - 1
1595280711 create_dir_checkpoint-wf_0_local JOB_SUCCESS 0 local - 1
1595280711 create_dir_checkpoint-wf_0_local POST_SCRIPT_STARTED 105.0 local - 1
1595280711 create_dir_checkpoint-wf_0_local POST_SCRIPT_TERMINATED 105.0 local - 1
1595280716 create_dir_checkpoint-wf_0_local POST_SCRIPT_SUCCESS 0 local - 1
1595280721 stage_in_remote_local_0_0 SUBMIT 106.0 local - 2
1595280721 stage_in_local_local_0_0 SUBMIT 107.0 local - 3
1595280724 stage_in_local_local_0_0 EXECUTE 107.0 local - 3
1595280724 stage_in_remote_local_0_0 EXECUTE 106.0 local - 2
1595280726 stage_in_local_local_0_0 JOB_TERMINATED 107.0 local - 3
1595280726 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 3
1595280726 stage_in_local_local_0_0 POST_SCRIPT_STARTED 107.0 local - 3
1595280726 stage_in_remote_local_0_0 JOB_TERMINATED 106.0 local - 2
1595280726 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 2
1595280726 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 106.0 local - 2
1595280727 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 106.0 local - 2
1595280731 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1595280727 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 107.0 local - 3
1595280731 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 3
1595280736 print_nums_py_ID0000001 SUBMIT 108.0 condorpool - 4
1595280741 print_nums_py_ID0000001 EXECUTE 108.0 condorpool - 4
1595280742 print_nums_py_ID0000001 JOB_TERMINATED 108.0 condorpool - 4
1595280746 print_nums_py_ID0000001 JOB_FAILURE 1 condorpool - 4
1595280746 print_nums_py_ID0000001 POST_SCRIPT_STARTED 108.0 condorpool - 4
1595280746 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 108.0 condorpool - 4
1595280751 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 4
1595280756 print_nums_py_ID0000001 SUBMIT 109.0 condorpool - 5
1595280757 print_nums_py_ID0000001 EXECUTE 109.0 condorpool - 5
1595280758 print_nums_py_ID0000001 JOB_TERMINATED 109.0 condorpool - 5
1595280761 print_nums_py_ID0000001 JOB_FAILURE 1 condorpool - 5
1595280761 print_nums_py_ID0000001 POST_SCRIPT_STARTED 109.0 condorpool - 5
1595280761 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 109.0 condorpool - 5
1595280766 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 5
1595280771 print_nums_py_ID0000001 SUBMIT 110.0 condorpool - 6
1595280773 print_nums_py_ID0000001 EXECUTE 110.0 condorpool - 6
1595280774 print_nums_py_ID0000001 JOB_TERMINATED 110.0 condorpool - 6
1595280776 print_nums_py_ID0000001 JOB_FAILURE 1 condorpool - 6
1595280776 print_nums_py_ID0000001 POST_SCRIPT_STARTED 110.0 condorpool - 6
1595280777 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 110.0 condorpool - 6
1595280781 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 6
1595280786 print_nums_py_ID0000001 SUBMIT 111.0 condorpool - 7
1595280787 print_nums_py_ID0000001 EXECUTE 111.0 condorpool - 7
1595280788 print_nums_py_ID0000001 JOB_TERMINATED 111.0 condorpool - 7
1595280791 print_nums_py_ID0000001 JOB_FAILURE 1 condorpool - 7
1595280791 print_nums_py_ID0000001 POST_SCRIPT_STARTED 111.0 condorpool - 7
1595280791 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 111.0 condorpool - 7
1595280796 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 7
1595280801 print_nums_py_ID0000001 SUBMIT 112.0 condorpool - 8
1595280802 print_nums_py_ID0000001 EXECUTE 112.0 condorpool - 8
1595280803 print_nums_py_ID0000001 JOB_TERMINATED 112.0 condorpool - 8
1595280806 print_nums_py_ID0000001 JOB_FAILURE 1 condorpool - 8
1595280806 print_nums_py_ID0000001 POST_SCRIPT_STARTED 112.0 condorpool - 8
1595280806 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 112.0 condorpool - 8
1595280811 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 8
1595280816 print_nums_py_ID0000001 SUBMIT 113.0 condorpool - 9
1595280818 print_nums_py_ID0000001 EXECUTE 113.0 condorpool - 9
1595280819 print_nums_py_ID0000001 JOB_TERMINATED 113.0 condorpool - 9
1595280821 print_nums_py_ID0000001 JOB_FAILURE 1 condorpool - 9
1595280821 print_nums_py_ID0000001 POST_SCRIPT_STARTED 113.0 condorpool - 9
1595280822 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 113.0 condorpool - 9
1595280826 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 9
1595280826 INTERNAL *** DAGMAN_FINISHED 1 ***
1595280828 INTERNAL *** MONITORD_FINISHED 0 ***
