1600967710 INTERNAL *** MONITORD_STARTED ***
1600967709 INTERNAL *** DAGMAN_STARTED 541.0 ***
1600967713 stage_out_local_local_1000_0 SUBMIT 542.0 local - 1
1600967713 create_dir_Cats_and_Dogs_0_local SUBMIT 543.0 local - 2
1600967714 stage_out_local_local_1000_0 EXECUTE 542.0 local - 1
1600967714 create_dir_Cats_and_Dogs_0_local EXECUTE 543.0 local - 2
1600967716 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 543.0 local - 2
1600967718 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600967718 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 543.0 local - 2
1600967716 stage_out_local_local_1000_0 JOB_TERMINATED 542.0 local - 1
1600967718 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600967718 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 542.0 local - 1
1600967718 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 543.0 local - 2
1600967723 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600967718 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 542.0 local - 1
1600967723 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600967728 stage_in_remote_local_2_0 SUBMIT 544.0 local - 3
1600967728 stage_in_remote_local_1_0 SUBMIT 545.0 local - 4
1600967728 stage_in_remote_local_0_0 SUBMIT 546.0 local - 5
1600967728 stage_in_local_local_0_0 SUBMIT 547.0 local - 6
1600967728 stage_in_remote_local_3_0 SUBMIT 548.0 local - 7
1600967728 register_local_1000_0 SUBMIT 549.0 local - 8
1600967729 stage_in_remote_local_1_0 EXECUTE 545.0 local - 4
1600967729 stage_in_remote_local_3_0 EXECUTE 548.0 local - 7
1600967729 stage_in_remote_local_2_0 EXECUTE 544.0 local - 3
1600967729 stage_in_local_local_0_0 EXECUTE 547.0 local - 6
1600967729 stage_in_remote_local_0_0 EXECUTE 546.0 local - 5
