1601329745 INTERNAL *** MONITORD_STARTED ***
1601329744 INTERNAL *** DAGMAN_STARTED 190.0 ***
1601329748 stage_out_local_local_1000_0 SUBMIT 191.0 local - 1
1601329748 create_dir_Cats_and_Dogs_0_local SUBMIT 192.0 local - 2
1601329749 create_dir_Cats_and_Dogs_0_local EXECUTE 192.0 local - 2
1601329749 stage_out_local_local_1000_0 EXECUTE 191.0 local - 1
1601329751 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 192.0 local - 2
1601329753 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1601329753 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 192.0 local - 2
1601329751 stage_out_local_local_1000_0 JOB_TERMINATED 191.0 local - 1
1601329753 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1601329753 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 191.0 local - 1
1601329753 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 192.0 local - 2
1601329758 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1601329753 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 191.0 local - 1
1601329758 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1601329763 stage_in_remote_local_2_0 SUBMIT 193.0 local - 3
1601329763 stage_in_remote_local_1_0 SUBMIT 194.0 local - 4
1601329763 stage_in_remote_local_0_0 SUBMIT 195.0 local - 5
1601329763 stage_in_local_local_0_0 SUBMIT 196.0 local - 6
1601329763 stage_in_remote_local_3_0 SUBMIT 197.0 local - 7
1601329763 register_local_1000_0 SUBMIT 198.0 local - 8
1601329766 stage_in_remote_local_0_0 EXECUTE 195.0 local - 5
1601329766 register_local_1000_0 EXECUTE 198.0 local - 8
1601329766 stage_in_remote_local_1_0 EXECUTE 194.0 local - 4
1601329766 stage_in_remote_local_3_0 EXECUTE 197.0 local - 7
1601329766 stage_in_remote_local_2_0 EXECUTE 193.0 local - 3
1601329766 stage_in_local_local_0_0 EXECUTE 196.0 local - 6
1601329768 register_local_1000_0 JOB_TERMINATED 198.0 local - 8
1601329768 register_local_1000_0 JOB_SUCCESS 0 local - 8
1601329768 register_local_1000_0 POST_SCRIPT_STARTED 198.0 local - 8
1601329769 stage_in_remote_local_1_0 JOB_TERMINATED 194.0 local - 4
1601329773 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
