1600972583 INTERNAL *** MONITORD_STARTED ***
1600972581 INTERNAL *** DAGMAN_STARTED 595.0 ***
1600972585 stage_out_local_local_1000_0 SUBMIT 596.0 local - 1
1600972585 create_dir_Cats_and_Dogs_0_local SUBMIT 597.0 local - 2
1600972586 create_dir_Cats_and_Dogs_0_local EXECUTE 597.0 local - 2
1600972586 stage_out_local_local_1000_0 EXECUTE 596.0 local - 1
1600972588 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 597.0 local - 2
1600972590 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600972590 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 597.0 local - 2
1600972588 stage_out_local_local_1000_0 JOB_TERMINATED 596.0 local - 1
1600972590 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600972590 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 596.0 local - 1
1600972590 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 597.0 local - 2
1600972595 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600972590 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 596.0 local - 1
1600972595 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600972600 stage_in_remote_local_2_0 SUBMIT 598.0 local - 3
1600972600 stage_in_remote_local_1_0 SUBMIT 599.0 local - 4
1600972600 stage_in_remote_local_0_0 SUBMIT 600.0 local - 5
1600972600 stage_in_local_local_0_0 SUBMIT 601.0 local - 6
1600972600 stage_in_remote_local_3_0 SUBMIT 602.0 local - 7
1600972601 stage_in_remote_local_2_0 EXECUTE 598.0 local - 3
1600972601 stage_in_local_local_0_0 EXECUTE 601.0 local - 6
1600972601 stage_in_remote_local_0_0 EXECUTE 600.0 local - 5
1600972601 stage_in_remote_local_1_0 EXECUTE 599.0 local - 4
1600972601 stage_in_remote_local_3_0 EXECUTE 602.0 local - 7
1600972601 register_local_1000_0 SUBMIT 603.0 local - 8
1600972603 stage_in_remote_local_0_0 JOB_TERMINATED 600.0 local - 5
1600972606 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600972606 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 600.0 local - 5
1600972603 stage_in_remote_local_1_0 JOB_TERMINATED 599.0 local - 4
1600972606 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600972606 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 599.0 local - 4
1600972603 register_local_1000_0 EXECUTE 603.0 local - 8
1600972603 stage_in_remote_local_2_0 JOB_TERMINATED 598.0 local - 3
1600972606 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600972606 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 598.0 local - 3
1600972604 stage_in_remote_local_3_0 JOB_TERMINATED 602.0 local - 7
1600972606 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600972606 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 602.0 local - 7
1600972606 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 600.0 local - 5
1600972611 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1600972606 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 599.0 local - 4
1600972611 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600972606 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 602.0 local - 7
1600972611 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600972606 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 598.0 local - 3
1600972611 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1600972607 register_local_1000_0 JOB_TERMINATED 603.0 local - 8
1600972611 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600972611 register_local_1000_0 POST_SCRIPT_STARTED 603.0 local - 8
1600972608 stage_in_local_local_0_0 JOB_TERMINATED 601.0 local - 6
1600972611 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600972611 stage_in_local_local_0_0 POST_SCRIPT_STARTED 601.0 local - 6
1600972612 register_local_1000_0 POST_SCRIPT_TERMINATED 603.0 local - 8
1600972616 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600972612 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 601.0 local - 6
1600972616 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1600972621 preprocess1_py_ID0000001 SUBMIT 604.0 condorpool - 9
1600972627 preprocess1_py_ID0000001 EXECUTE 604.0 condorpool - 9
1600972631 preprocess1_py_ID0000001 JOB_TERMINATED 604.0 condorpool - 9
