1595269042 INTERNAL *** MONITORD_STARTED ***
1595269041 INTERNAL *** DAGMAN_STARTED 80.0 ***
1595269045 create_dir_checkpoint-wf_0_local SUBMIT 81.0 local - 1
1595269046 create_dir_checkpoint-wf_0_local EXECUTE 81.0 local - 1
1595269048 create_dir_checkpoint-wf_0_local JOB_TERMINATED 81.0 local - 1
1595269050 create_dir_checkpoint-wf_0_local JOB_SUCCESS 0 local - 1
1595269050 create_dir_checkpoint-wf_0_local POST_SCRIPT_STARTED 81.0 local - 1
1595269050 create_dir_checkpoint-wf_0_local POST_SCRIPT_TERMINATED 81.0 local - 1
1595269055 create_dir_checkpoint-wf_0_local POST_SCRIPT_SUCCESS 0 local - 1
1595269060 stage_in_remote_local_0_0 SUBMIT 82.0 local - 2
1595269060 stage_in_local_local_0_0 SUBMIT 83.0 local - 3
1595269063 stage_in_local_local_0_0 EXECUTE 83.0 local - 3
1595269063 stage_in_remote_local_0_0 EXECUTE 82.0 local - 2
1595269065 stage_in_remote_local_0_0 JOB_TERMINATED 82.0 local - 2
1595269065 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 2
1595269065 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 82.0 local - 2
1595269065 stage_in_local_local_0_0 JOB_TERMINATED 83.0 local - 3
1595269065 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 3
1595269065 stage_in_local_local_0_0 POST_SCRIPT_STARTED 83.0 local - 3
1595269065 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 82.0 local - 2
1595269070 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1595269065 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 83.0 local - 3
1595269070 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 3
1595269075 print_nums1_py_ID0000001 SUBMIT 84.0 condorpool - 4
1595269086 print_nums1_py_ID0000001 EXECUTE 84.0 condorpool - 4
1595269177 print_nums1_py_ID0000001 JOB_TERMINATED 84.0 condorpool - 4
1595269180 print_nums1_py_ID0000001 JOB_FAILURE 14 condorpool - 4
1595269180 print_nums1_py_ID0000001 POST_SCRIPT_STARTED 84.0 condorpool - 4
1595269181 print_nums1_py_ID0000001 POST_SCRIPT_TERMINATED 84.0 condorpool - 4
1595269185 print_nums1_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 4
1595269190 print_nums1_py_ID0000001 SUBMIT 85.0 condorpool - 5
1595269191 print_nums1_py_ID0000001 EXECUTE 85.0 condorpool - 5
1595269282 print_nums1_py_ID0000001 JOB_TERMINATED 85.0 condorpool - 5
1595269285 print_nums1_py_ID0000001 JOB_FAILURE 14 condorpool - 5
1595269285 print_nums1_py_ID0000001 POST_SCRIPT_STARTED 85.0 condorpool - 5
1595269285 print_nums1_py_ID0000001 POST_SCRIPT_TERMINATED 85.0 condorpool - 5
1595269290 print_nums1_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 5
1595269295 print_nums1_py_ID0000001 SUBMIT 86.0 condorpool - 6
1595269296 print_nums1_py_ID0000001 EXECUTE 86.0 condorpool - 6
1595269357 print_nums1_py_ID0000001 JOB_TERMINATED 86.0 condorpool - 6
1595269360 print_nums1_py_ID0000001 JOB_SUCCESS 0 condorpool - 6
1595269360 print_nums1_py_ID0000001 POST_SCRIPT_STARTED 86.0 condorpool - 6
1595269360 print_nums1_py_ID0000001 POST_SCRIPT_TERMINATED 86.0 condorpool - 6
1595269365 print_nums1_py_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 6
1595269370 clean_up_local_level_3_0 SUBMIT 87.0 local - 7
1595269370 stage_out_local_local_0_0 SUBMIT 88.0 local - 8
1595269371 clean_up_local_level_3_0 EXECUTE 87.0 local - 7
1595269371 stage_out_local_local_0_0 EXECUTE 88.0 local - 8
1595269373 clean_up_local_level_3_0 JOB_TERMINATED 87.0 local - 7
1595269375 clean_up_local_level_3_0 JOB_SUCCESS 0 local - 7
1595269375 clean_up_local_level_3_0 POST_SCRIPT_STARTED 87.0 local - 7
1595269375 stage_out_local_local_0_0 JOB_TERMINATED 88.0 local - 8
1595269375 stage_out_local_local_0_0 JOB_SUCCESS 0 local - 8
1595269375 stage_out_local_local_0_0 POST_SCRIPT_STARTED 88.0 local - 8
1595269376 clean_up_local_level_3_0 POST_SCRIPT_TERMINATED 87.0 local - 7
1595269380 clean_up_local_level_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1595269376 stage_out_local_local_0_0 POST_SCRIPT_TERMINATED 88.0 local - 8
1595269380 stage_out_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 8
1595269385 clean_up_local_level_4_0 SUBMIT 89.0 local - 9
1595269385 register_local_0_0 SUBMIT 90.0 local - 10
1595269387 register_local_0_0 EXECUTE 90.0 local - 10
1595269387 clean_up_local_level_4_0 EXECUTE 89.0 local - 9
1595269389 register_local_0_0 JOB_TERMINATED 90.0 local - 10
1595269390 register_local_0_0 JOB_SUCCESS 0 local - 10
1595269390 register_local_0_0 POST_SCRIPT_STARTED 90.0 local - 10
1595269390 register_local_0_0 POST_SCRIPT_TERMINATED 90.0 local - 10
1595269395 register_local_0_0 POST_SCRIPT_SUCCESS 0 local - 10
1595269391 clean_up_local_level_4_0 JOB_TERMINATED 89.0 local - 9
1595269395 clean_up_local_level_4_0 JOB_SUCCESS 0 local - 9
1595269395 clean_up_local_level_4_0 POST_SCRIPT_STARTED 89.0 local - 9
1595269395 clean_up_local_level_4_0 POST_SCRIPT_TERMINATED 89.0 local - 9
1595269400 clean_up_local_level_4_0 POST_SCRIPT_SUCCESS 0 local - 9
1595269405 cleanup_checkpoint-wf_0_local SUBMIT 91.0 local - 11
1595269409 cleanup_checkpoint-wf_0_local EXECUTE 91.0 local - 11
1595269412 cleanup_checkpoint-wf_0_local JOB_TERMINATED 91.0 local - 11
1595269415 cleanup_checkpoint-wf_0_local JOB_SUCCESS 0 local - 11
1595269415 cleanup_checkpoint-wf_0_local POST_SCRIPT_STARTED 91.0 local - 11
1595269416 cleanup_checkpoint-wf_0_local POST_SCRIPT_TERMINATED 91.0 local - 11
1595269420 cleanup_checkpoint-wf_0_local POST_SCRIPT_SUCCESS 0 local - 11
1595269420 INTERNAL *** DAGMAN_FINISHED 0 ***
1595269421 INTERNAL *** MONITORD_FINISHED 0 ***
