1595280916 INTERNAL *** MONITORD_STARTED ***
1595280914 INTERNAL *** DAGMAN_STARTED 114.0 ***
1595280918 create_dir_checkpoint-wf_0_local SUBMIT 115.0 local - 1
1595280919 create_dir_checkpoint-wf_0_local EXECUTE 115.0 local - 1
1595280921 create_dir_checkpoint-wf_0_local JOB_TERMINATED 115.0 local - 1
1595280923 create_dir_checkpoint-wf_0_local JOB_SUCCESS 0 local - 1
1595280923 create_dir_checkpoint-wf_0_local POST_SCRIPT_STARTED 115.0 local - 1
1595280923 create_dir_checkpoint-wf_0_local POST_SCRIPT_TERMINATED 115.0 local - 1
1595280928 create_dir_checkpoint-wf_0_local POST_SCRIPT_SUCCESS 0 local - 1
1595280933 stage_in_remote_local_0_0 SUBMIT 116.0 local - 2
1595280933 stage_in_local_local_0_0 SUBMIT 117.0 local - 3
1595280935 stage_in_local_local_0_0 EXECUTE 117.0 local - 3
1595280935 stage_in_remote_local_0_0 EXECUTE 116.0 local - 2
1595280937 stage_in_remote_local_0_0 JOB_TERMINATED 116.0 local - 2
1595280938 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 2
1595280938 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 116.0 local - 2
1595280937 stage_in_local_local_0_0 JOB_TERMINATED 117.0 local - 3
1595280938 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 3
1595280938 stage_in_local_local_0_0 POST_SCRIPT_STARTED 117.0 local - 3
1595280938 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 116.0 local - 2
1595280943 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 2
1595280938 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 117.0 local - 3
1595280943 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 3
1595280949 print_nums_py_ID0000001 SUBMIT 118.0 condorpool - 4
1595280957 print_nums_py_ID0000001 EXECUTE 118.0 condorpool - 4
1595281048 print_nums_py_ID0000001 JOB_TERMINATED 118.0 condorpool - 4
1595281049 print_nums_py_ID0000001 JOB_FAILURE 14 condorpool - 4
1595281049 print_nums_py_ID0000001 POST_SCRIPT_STARTED 118.0 condorpool - 4
1595281049 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 118.0 condorpool - 4
1595281054 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 4
1595281059 print_nums_py_ID0000001 SUBMIT 119.0 condorpool - 5
1595281060 print_nums_py_ID0000001 EXECUTE 119.0 condorpool - 5
1595281151 print_nums_py_ID0000001 JOB_TERMINATED 119.0 condorpool - 5
1595281154 print_nums_py_ID0000001 JOB_FAILURE 14 condorpool - 5
1595281154 print_nums_py_ID0000001 POST_SCRIPT_STARTED 119.0 condorpool - 5
1595281154 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 119.0 condorpool - 5
1595281159 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 5
1595281164 print_nums_py_ID0000001 SUBMIT 120.0 condorpool - 6
1595281166 print_nums_py_ID0000001 EXECUTE 120.0 condorpool - 6
1595281227 print_nums_py_ID0000001 JOB_TERMINATED 120.0 condorpool - 6
1595281229 print_nums_py_ID0000001 JOB_FAILURE 14 condorpool - 6
1595281229 print_nums_py_ID0000001 POST_SCRIPT_STARTED 120.0 condorpool - 6
1595281230 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 120.0 condorpool - 6
1595281234 print_nums_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 6
1595281239 print_nums_py_ID0000001 SUBMIT 121.0 condorpool - 7
1595281240 print_nums_py_ID0000001 EXECUTE 121.0 condorpool - 7
1595281241 print_nums_py_ID0000001 JOB_TERMINATED 121.0 condorpool - 7
1595281244 print_nums_py_ID0000001 JOB_SUCCESS 0 condorpool - 7
1595281244 print_nums_py_ID0000001 POST_SCRIPT_STARTED 121.0 condorpool - 7
1595281244 print_nums_py_ID0000001 POST_SCRIPT_TERMINATED 121.0 condorpool - 7
1595281249 print_nums_py_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 7
1595281254 clean_up_local_level_3_0 SUBMIT 122.0 local - 8
1595281254 stage_out_local_local_0_0 SUBMIT 123.0 local - 9
1595281255 clean_up_local_level_3_0 EXECUTE 122.0 local - 8
1595281255 stage_out_local_local_0_0 EXECUTE 123.0 local - 9
1595281258 clean_up_local_level_3_0 JOB_TERMINATED 122.0 local - 8
1595281259 clean_up_local_level_3_0 JOB_SUCCESS 0 local - 8
1595281259 clean_up_local_level_3_0 POST_SCRIPT_STARTED 122.0 local - 8
1595281259 clean_up_local_level_3_0 POST_SCRIPT_TERMINATED 122.0 local - 8
1595281264 clean_up_local_level_3_0 POST_SCRIPT_SUCCESS 0 local - 8
1595281260 stage_out_local_local_0_0 JOB_TERMINATED 123.0 local - 9
1595281264 stage_out_local_local_0_0 JOB_SUCCESS 0 local - 9
1595281264 stage_out_local_local_0_0 POST_SCRIPT_STARTED 123.0 local - 9
1595281265 stage_out_local_local_0_0 POST_SCRIPT_TERMINATED 123.0 local - 9
1595281269 stage_out_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 9
1595281274 clean_up_local_level_4_0 SUBMIT 124.0 local - 10
1595281274 register_local_0_0 SUBMIT 125.0 local - 11
1595281278 clean_up_local_level_4_0 EXECUTE 124.0 local - 10
1595281278 register_local_0_0 EXECUTE 125.0 local - 11
1595281280 register_local_0_0 JOB_TERMINATED 125.0 local - 11
1595281284 register_local_0_0 JOB_SUCCESS 0 local - 11
1595281284 register_local_0_0 POST_SCRIPT_STARTED 125.0 local - 11
1595281282 clean_up_local_level_4_0 JOB_TERMINATED 124.0 local - 10
1595281284 clean_up_local_level_4_0 JOB_SUCCESS 0 local - 10
1595281284 clean_up_local_level_4_0 POST_SCRIPT_STARTED 124.0 local - 10
1595281284 register_local_0_0 POST_SCRIPT_TERMINATED 125.0 local - 11
1595281289 register_local_0_0 POST_SCRIPT_SUCCESS 0 local - 11
1595281284 clean_up_local_level_4_0 POST_SCRIPT_TERMINATED 124.0 local - 10
1595281289 clean_up_local_level_4_0 POST_SCRIPT_SUCCESS 0 local - 10
1595281294 cleanup_checkpoint-wf_0_local SUBMIT 126.0 local - 12
1595281295 cleanup_checkpoint-wf_0_local EXECUTE 126.0 local - 12
1595281297 cleanup_checkpoint-wf_0_local JOB_TERMINATED 126.0 local - 12
