1599768199 INTERNAL *** MONITORD_STARTED ***
1599768197 INTERNAL *** DAGMAN_STARTED 34.0 ***
1599768201 create_dir_Cats_and_Dogs_0_local SUBMIT 35.0 local - 1
1599768203 create_dir_Cats_and_Dogs_0_local EXECUTE 35.0 local - 1
1599768206 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 35.0 local - 1
1599768206 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 1
1599768206 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 35.0 local - 1
1599768207 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 35.0 local - 1
1599768211 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 1
1599768216 stage_in_remote_local_2_0 SUBMIT 36.0 local - 2
1599768216 stage_in_remote_local_1_0 SUBMIT 37.0 local - 3
1599768216 stage_in_remote_local_0_0 SUBMIT 38.0 local - 4
1599768216 stage_in_local_local_4_0 SUBMIT 39.0 local - 5
1599768216 stage_in_local_local_0_0 SUBMIT 40.0 local - 6
1599768216 stage_in_remote_local_4_0 SUBMIT 41.0 local - 7
1599768216 stage_in_remote_local_3_0 SUBMIT 42.0 local - 8
1599768219 stage_in_remote_local_0_0 EXECUTE 38.0 local - 4
1599768219 stage_in_local_local_4_0 EXECUTE 39.0 local - 5
1599768219 stage_in_local_local_0_0 EXECUTE 40.0 local - 6
1599768219 stage_in_remote_local_4_0 EXECUTE 41.0 local - 7
1599768219 stage_in_remote_local_3_0 EXECUTE 42.0 local - 8
1599768219 stage_in_remote_local_2_0 EXECUTE 36.0 local - 2
1599768219 stage_in_remote_local_1_0 EXECUTE 37.0 local - 3
1599768222 stage_in_remote_local_3_0 JOB_TERMINATED 42.0 local - 8
1599768226 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 8
1599768226 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 42.0 local - 8
1599768222 stage_in_local_local_4_0 JOB_TERMINATED 39.0 local - 5
1599768226 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 5
1599768226 stage_in_local_local_4_0 POST_SCRIPT_STARTED 39.0 local - 5
1599768222 stage_in_remote_local_4_0 JOB_TERMINATED 41.0 local - 7
1599768226 stage_in_remote_local_4_0 JOB_SUCCESS 0 local - 7
1599768226 stage_in_remote_local_4_0 POST_SCRIPT_STARTED 41.0 local - 7
1599768222 stage_in_remote_local_2_0 JOB_TERMINATED 36.0 local - 2
1599768226 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1599768226 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 36.0 local - 2
1599768222 stage_in_remote_local_0_0 JOB_TERMINATED 38.0 local - 4
1599768226 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1599768226 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 38.0 local - 4
1599768222 stage_in_remote_local_1_0 JOB_TERMINATED 37.0 local - 3
1599768226 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1599768226 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 37.0 local - 3
1599768226 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 42.0 local - 8
1599768231 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 8
1599768226 stage_in_local_local_4_0 POST_SCRIPT_TERMINATED 39.0 local - 5
1599768231 stage_in_local_local_4_0 POST_SCRIPT_SUCCESS 0 local - 5
1599768226 stage_in_remote_local_4_0 POST_SCRIPT_TERMINATED 41.0 local - 7
1599768231 stage_in_remote_local_4_0 POST_SCRIPT_SUCCESS 0 local - 7
1599768226 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 36.0 local - 2
1599768231 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1599768226 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 38.0 local - 4
