1600921735 INTERNAL *** MONITORD_STARTED ***
1600921733 INTERNAL *** DAGMAN_STARTED 82.0 ***
1600921737 stage_out_local_local_1000_0 SUBMIT 83.0 local - 1
1600921737 create_dir_Cats_and_Dogs_0_local SUBMIT 84.0 local - 2
1600921738 stage_out_local_local_1000_0 EXECUTE 83.0 local - 1
1600921738 create_dir_Cats_and_Dogs_0_local EXECUTE 84.0 local - 2
1600921740 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 84.0 local - 2
1600921742 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600921742 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 84.0 local - 2
1600921740 stage_out_local_local_1000_0 JOB_TERMINATED 83.0 local - 1
1600921742 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600921742 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 83.0 local - 1
1600921742 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 84.0 local - 2
1600921747 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600921742 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 83.0 local - 1
1600921747 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600921752 stage_in_remote_local_2_0 SUBMIT 85.0 local - 3
1600921752 stage_in_remote_local_1_0 SUBMIT 86.0 local - 4
1600921752 stage_in_remote_local_0_0 SUBMIT 87.0 local - 5
1600921752 stage_in_local_local_0_0 SUBMIT 88.0 local - 6
1600921753 stage_in_remote_local_3_0 SUBMIT 89.0 local - 7
1600921753 register_local_1000_0 SUBMIT 90.0 local - 8
1600921756 stage_in_remote_local_1_0 EXECUTE 86.0 local - 4
1600921756 stage_in_remote_local_3_0 EXECUTE 89.0 local - 7
1600921756 stage_in_remote_local_2_0 EXECUTE 85.0 local - 3
1600921756 stage_in_local_local_0_0 EXECUTE 88.0 local - 6
1600921756 stage_in_remote_local_0_0 EXECUTE 87.0 local - 5
1600921756 register_local_1000_0 EXECUTE 90.0 local - 8
1600921758 register_local_1000_0 JOB_TERMINATED 90.0 local - 8
1600921763 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600921763 register_local_1000_0 POST_SCRIPT_STARTED 90.0 local - 8
1600921758 stage_in_remote_local_1_0 JOB_TERMINATED 86.0 local - 4
1600921763 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600921763 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 86.0 local - 4
1600921758 stage_in_remote_local_2_0 JOB_TERMINATED 85.0 local - 3
1600921763 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600921763 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 85.0 local - 3
1600921758 stage_in_remote_local_3_0 JOB_TERMINATED 89.0 local - 7
1600921763 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600921763 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 89.0 local - 7
1600921758 stage_in_remote_local_0_0 JOB_TERMINATED 87.0 local - 5
1600921763 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600921763 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 87.0 local - 5
1600921761 stage_in_local_local_0_0 JOB_TERMINATED 88.0 local - 6
1600921763 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600921763 stage_in_local_local_0_0 POST_SCRIPT_STARTED 88.0 local - 6
1600921763 register_local_1000_0 POST_SCRIPT_TERMINATED 90.0 local - 8
1600921768 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600921763 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 86.0 local - 4
1600921768 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600921763 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 85.0 local - 3
1600921768 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1600921763 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 89.0 local - 7
1600921768 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600921763 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 87.0 local - 5
1600921768 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1600921763 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 88.0 local - 6
1600921768 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1600921773 preprocess1_py_ID0000001 SUBMIT 92.0 condorpool - 9
