1598497395 INTERNAL *** MONITORD_STARTED ***
1598497393 INTERNAL *** DAGMAN_STARTED 11.0 ***
1598497397 create_dir_Cats_and_Dogs_0_local SUBMIT 12.0 local - 1
1598497398 create_dir_Cats_and_Dogs_0_local EXECUTE 12.0 local - 1
1598497401 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 12.0 local - 1
1598497402 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 1
1598497402 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 12.0 local - 1
1598497403 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 12.0 local - 1
1598497407 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 1
1598497412 stage_in_remote_local_2_0 SUBMIT 13.0 local - 2
1598497412 stage_in_remote_local_1_0 SUBMIT 14.0 local - 3
1598497412 stage_in_remote_local_0_0 SUBMIT 15.0 local - 4
1598497412 stage_in_local_local_0_0 SUBMIT 16.0 local - 5
1598497412 stage_in_remote_local_4_0 SUBMIT 17.0 local - 6
1598497412 stage_in_remote_local_3_0 SUBMIT 18.0 local - 7
1598497414 stage_in_remote_local_0_0 EXECUTE 15.0 local - 4
1598497414 stage_in_remote_local_3_0 EXECUTE 18.0 local - 7
1598497414 stage_in_remote_local_1_0 EXECUTE 14.0 local - 3
1598497414 stage_in_remote_local_4_0 EXECUTE 17.0 local - 6
1598497414 stage_in_remote_local_2_0 EXECUTE 13.0 local - 2
1598497414 stage_in_local_local_0_0 EXECUTE 16.0 local - 5
1598497416 stage_in_remote_local_3_0 JOB_TERMINATED 18.0 local - 7
1598497417 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1598497417 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 18.0 local - 7
1598497416 stage_in_remote_local_0_0 JOB_TERMINATED 15.0 local - 4
1598497417 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1598497417 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 15.0 local - 4
1598497416 stage_in_remote_local_2_0 JOB_TERMINATED 13.0 local - 2
1598497417 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1598497417 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 13.0 local - 2
1598497416 stage_in_remote_local_4_0 JOB_TERMINATED 17.0 local - 6
1598497417 stage_in_remote_local_4_0 JOB_SUCCESS 0 local - 6
1598497417 stage_in_remote_local_4_0 POST_SCRIPT_STARTED 17.0 local - 6
1598497416 stage_in_remote_local_1_0 JOB_TERMINATED 14.0 local - 3
1598497417 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1598497417 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 14.0 local - 3
1598497417 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 15.0 local - 4
1598497422 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1598497417 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 18.0 local - 7
1598497422 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1598497417 stage_in_remote_local_4_0 POST_SCRIPT_TERMINATED 17.0 local - 6
1598497422 stage_in_remote_local_4_0 POST_SCRIPT_SUCCESS 0 local - 6
1598497417 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 13.0 local - 2
1598497422 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1598497417 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 14.0 local - 3
1598497422 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1598497439 stage_in_local_local_0_0 JOB_TERMINATED 16.0 local - 5
1598497442 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 5
1598497442 stage_in_local_local_0_0 POST_SCRIPT_STARTED 16.0 local - 5
1598497443 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 16.0 local - 5
1598497447 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1598497452 preprocess1_py_ID0000001 SUBMIT 19.0 condorpool - 8
1598497461 preprocess1_py_ID0000001 EXECUTE 19.0 condorpool - 8
1598497464 preprocess1_py_ID0000001 SHADOW_EXCEPTION 19.0 condorpool - 8
1598497464 preprocess1_py_ID0000001 JOB_HELD 19.0 condorpool - 8
1598497467 preprocess1_py_ID0000001 JOB_HELD_REASON 19.0 condorpool - 8
1598499276 preprocess1_py_ID0000001 JOB_ABORTED 19.0 condorpool - 8
1598499279 preprocess1_py_ID0000001 POST_SCRIPT_STARTED 19.0 condorpool - 8
1598499279 preprocess1_py_ID0000001 POST_SCRIPT_TERMINATED 19.0 condorpool - 8
1598499284 preprocess1_py_ID0000001 POST_SCRIPT_FAILURE 1 condorpool - 8
1598499290 preprocess1_py_ID0000001 SUBMIT 45.0 condorpool - 9
1598499295 preprocess1_py_ID0000001 EXECUTE 45.0 condorpool - 9
1598499301 preprocess1_py_ID0000001 JOB_TERMINATED 45.0 condorpool - 9
1598499305 preprocess1_py_ID0000001 JOB_SUCCESS 0 condorpool - 9
1598499305 preprocess1_py_ID0000001 POST_SCRIPT_STARTED 45.0 condorpool - 9
1598499306 preprocess1_py_ID0000001 POST_SCRIPT_TERMINATED 45.0 condorpool - 9
