1599769911 INTERNAL *** MONITORD_STARTED ***
1599769909 INTERNAL *** DAGMAN_STARTED 61.0 ***
1599769913 create_dir_Cats_and_Dogs_0_local SUBMIT 62.0 local - 1
1599769914 create_dir_Cats_and_Dogs_0_local EXECUTE 62.0 local - 1
1599769916 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 62.0 local - 1
1599769918 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 1
1599769918 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 62.0 local - 1
1599769918 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 62.0 local - 1
1599769923 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 1
1599769928 stage_in_remote_local_2_0 SUBMIT 63.0 local - 2
1599769929 stage_in_remote_local_2_0 EXECUTE 63.0 local - 2
1599769929 stage_in_remote_local_1_0 SUBMIT 64.0 local - 3
1599769929 stage_in_remote_local_0_0 SUBMIT 65.0 local - 4
1599769929 stage_in_local_local_4_0 SUBMIT 66.0 local - 5
1599769929 stage_in_local_local_0_0 SUBMIT 67.0 local - 6
1599769929 stage_in_remote_local_4_0 SUBMIT 68.0 local - 7
1599769929 stage_in_remote_local_3_0 SUBMIT 69.0 local - 8
1599769931 stage_in_remote_local_2_0 JOB_TERMINATED 63.0 local - 2
1599769934 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1599769934 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 63.0 local - 2
1599769931 stage_in_remote_local_1_0 EXECUTE 64.0 local - 3
1599769931 stage_in_remote_local_0_0 EXECUTE 65.0 local - 4
1599769931 stage_in_local_local_4_0 EXECUTE 66.0 local - 5
1599769931 stage_in_local_local_0_0 EXECUTE 67.0 local - 6
1599769931 stage_in_remote_local_4_0 EXECUTE 68.0 local - 7
1599769931 stage_in_remote_local_3_0 EXECUTE 69.0 local - 8
