1599777534 INTERNAL *** MONITORD_STARTED ***
1599777530 INTERNAL *** DAGMAN_STARTED 182.0 ***
1599777534 stage_out_local_local_1000_0 SUBMIT 183.0 local - 1
1599777535 create_dir_Cats_and_Dogs_0_local SUBMIT 184.0 local - 2
1599777535 stage_out_local_local_1000_0 EXECUTE 183.0 local - 1
1599777535 create_dir_Cats_and_Dogs_0_local EXECUTE 184.0 local - 2
1599777537 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 184.0 local - 2
1599777540 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1599777540 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 184.0 local - 2
1599777537 stage_out_local_local_1000_0 JOB_TERMINATED 183.0 local - 1
1599777540 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1599777540 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 183.0 local - 1
1599777540 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 184.0 local - 2
1599777545 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1599777540 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 183.0 local - 1
1599777545 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1599777550 stage_in_remote_local_2_0 SUBMIT 185.0 local - 3
1599777550 stage_in_remote_local_1_0 SUBMIT 186.0 local - 4
1599777550 stage_in_remote_local_0_0 SUBMIT 187.0 local - 5
1599777550 stage_in_local_local_0_0 SUBMIT 188.0 local - 6
1599777550 stage_in_remote_local_3_0 SUBMIT 189.0 local - 7
1599777550 register_local_1000_0 SUBMIT 190.0 local - 8
1599777555 stage_in_remote_local_3_0 EXECUTE 189.0 local - 7
1599777555 register_local_1000_0 EXECUTE 190.0 local - 8
1599777555 stage_in_remote_local_2_0 EXECUTE 185.0 local - 3
1599777555 stage_in_remote_local_1_0 EXECUTE 186.0 local - 4
1599777555 stage_in_remote_local_0_0 EXECUTE 187.0 local - 5
1599777555 stage_in_local_local_0_0 EXECUTE 188.0 local - 6
1599777558 stage_in_remote_local_3_0 JOB_TERMINATED 189.0 local - 7
1599777560 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1599777560 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 189.0 local - 7
1599777558 stage_in_remote_local_2_0 JOB_TERMINATED 185.0 local - 3
1599777560 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1599777560 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 185.0 local - 3
1599777558 stage_in_remote_local_1_0 JOB_TERMINATED 186.0 local - 4
1599777560 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1599777560 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 186.0 local - 4
1599777558 stage_in_remote_local_0_0 JOB_TERMINATED 187.0 local - 5
1599777560 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1599777560 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 187.0 local - 5
1599777561 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 189.0 local - 7
1599777566 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1599777561 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 186.0 local - 4
1599777566 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1599777561 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 187.0 local - 5
1599777566 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1599777561 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 185.0 local - 3
1599777566 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1599777561 register_local_1000_0 JOB_TERMINATED 190.0 local - 8
1599777566 register_local_1000_0 JOB_SUCCESS 0 local - 8
1599777566 register_local_1000_0 POST_SCRIPT_STARTED 190.0 local - 8
1599777567 register_local_1000_0 POST_SCRIPT_TERMINATED 190.0 local - 8
1599777571 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1599777614 stage_in_local_local_0_0 JOB_TERMINATED 188.0 local - 6
1599777616 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1599777616 stage_in_local_local_0_0 POST_SCRIPT_STARTED 188.0 local - 6
1599777617 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 188.0 local - 6
1599777621 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1599777626 preprocess1_py_ID0000001 SUBMIT 200.0 condorpool - 9
1599777633 preprocess1_py_ID0000001 EXECUTE 200.0 condorpool - 9
1599777648 preprocess1_py_ID0000001 JOB_TERMINATED 200.0 condorpool - 9
1599777651 preprocess1_py_ID0000001 JOB_SUCCESS 0 condorpool - 9
1599777651 preprocess1_py_ID0000001 POST_SCRIPT_STARTED 200.0 condorpool - 9
