1597870762 INTERNAL *** MONITORD_STARTED ***
1597864463 INTERNAL *** DAGMAN_STARTED 1.0 ***
1597864467 create_dir_Cats_and_Dogs_0_local SUBMIT 2.0 local - 1
1597864468 create_dir_Cats_and_Dogs_0_local EXECUTE 2.0 local - 1
1597864470 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 2.0 local - 1
1597864472 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 1
1597864472 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 2.0 local - 1
1597864472 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 2.0 local - 1
1597864477 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 1
1597864482 stage_in_remote_local_2_0 SUBMIT 3.0 local - 2
1597864482 stage_in_remote_local_1_0 SUBMIT 4.0 local - 3
1597864482 stage_in_remote_local_0_0 SUBMIT 5.0 local - 4
1597864482 stage_in_local_local_0_0 SUBMIT 6.0 local - 5
1597864482 stage_in_remote_local_3_0 SUBMIT 7.0 local - 6
1597864485 stage_in_remote_local_2_0 EXECUTE 3.0 local - 2
1597864485 stage_in_local_local_0_0 EXECUTE 6.0 local - 5
1597864485 stage_in_remote_local_0_0 EXECUTE 5.0 local - 4
1597864485 stage_in_remote_local_1_0 EXECUTE 4.0 local - 3
1597864485 stage_in_remote_local_3_0 EXECUTE 7.0 local - 6
1597864487 stage_in_remote_local_1_0 JOB_TERMINATED 4.0 local - 3
1597864487 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1597864487 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 4.0 local - 3
1597864487 stage_in_remote_local_2_0 JOB_TERMINATED 3.0 local - 2
1597864487 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1597864487 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3.0 local - 2
1597864487 stage_in_remote_local_0_0 JOB_TERMINATED 5.0 local - 4
1597864487 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1597864487 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 5.0 local - 4
1597864488 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 4.0 local - 3
1597864492 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1597864488 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 5.0 local - 4
1597864492 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1597864488 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 3.0 local - 2
1597864492 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1597864489 stage_in_remote_local_3_0 JOB_TERMINATED 7.0 local - 6
1597864492 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 6
1597864492 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 7.0 local - 6
1597864492 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 7.0 local - 6
1597864497 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 6
1597864512 stage_in_local_local_0_0 JOB_TERMINATED 6.0 local - 5
1597864517 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 5
1597864517 stage_in_local_local_0_0 POST_SCRIPT_STARTED 6.0 local - 5
1597864518 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 6.0 local - 5
1597864522 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1597864527 preprocess1_py_ID0000001 SUBMIT 8.0 condorpool - 7
1597864534 preprocess1_py_ID0000001 EXECUTE 8.0 condorpool - 7
1597864540 preprocess1_py_ID0000001 JOB_TERMINATED 8.0 condorpool - 7
