1599769956 INTERNAL *** MONITORD_STARTED ***
1599769954 INTERNAL *** DAGMAN_STARTED 70.0 ***
1599769958 create_dir_Cats_and_Dogs_0_local SUBMIT 71.0 local - 1
1599769959 create_dir_Cats_and_Dogs_0_local EXECUTE 71.0 local - 1
1599769961 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 71.0 local - 1
1599769963 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 1
1599769963 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 71.0 local - 1
1599769963 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 71.0 local - 1
1599769968 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 1
1599769973 stage_in_remote_local_2_0 SUBMIT 72.0 local - 2
1599769973 stage_in_remote_local_1_0 SUBMIT 73.0 local - 3
1599769973 stage_in_remote_local_0_0 SUBMIT 74.0 local - 4
1599769974 stage_in_local_local_4_0 SUBMIT 75.0 local - 5
1599769974 stage_in_remote_local_2_0 EXECUTE 72.0 local - 2
1599769974 stage_in_remote_local_1_0 EXECUTE 73.0 local - 3
1599769974 stage_in_remote_local_0_0 EXECUTE 74.0 local - 4
1599769974 stage_in_local_local_0_0 SUBMIT 76.0 local - 6
1599769974 stage_in_local_local_4_0 EXECUTE 75.0 local - 5
1599769974 stage_in_remote_local_4_0 SUBMIT 77.0 local - 7
1599769974 stage_in_remote_local_3_0 SUBMIT 78.0 local - 8
1599769976 stage_in_local_local_4_0 JOB_TERMINATED 75.0 local - 5
1599769979 stage_in_local_local_4_0 JOB_SUCCESS 0 local - 5
1599769979 stage_in_local_local_4_0 POST_SCRIPT_STARTED 75.0 local - 5
1599769976 stage_in_remote_local_4_0 EXECUTE 77.0 local - 7
1599769976 stage_in_local_local_0_0 EXECUTE 76.0 local - 6
1599769976 stage_in_remote_local_0_0 JOB_TERMINATED 74.0 local - 4
1599769979 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1599769979 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 74.0 local - 4
1599769976 stage_in_remote_local_3_0 EXECUTE 78.0 local - 8
1599769976 stage_in_remote_local_1_0 JOB_TERMINATED 73.0 local - 3
1599769979 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1599769979 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 73.0 local - 3
1599769976 stage_in_remote_local_2_0 JOB_TERMINATED 72.0 local - 2
1599769979 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1599769979 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 72.0 local - 2
1599769979 stage_in_remote_local_3_0 JOB_TERMINATED 78.0 local - 8
1599769979 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 8
1599769979 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 78.0 local - 8
1599769979 stage_in_remote_local_4_0 JOB_TERMINATED 77.0 local - 7
1599769984 stage_in_remote_local_4_0 JOB_SUCCESS 0 local - 7
1599769984 stage_in_remote_local_4_0 POST_SCRIPT_STARTED 77.0 local - 7
1599769979 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 73.0 local - 3
1599769984 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1599769979 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 72.0 local - 2
1599769984 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
