1600965292 INTERNAL *** MONITORD_STARTED ***
1600965290 INTERNAL *** DAGMAN_STARTED 460.0 ***
1600965294 stage_out_local_local_1000_0 SUBMIT 461.0 local - 1
1600965294 create_dir_Cats_and_Dogs_0_local SUBMIT 462.0 local - 2
1600965295 stage_out_local_local_1000_0 EXECUTE 461.0 local - 1
1600965295 create_dir_Cats_and_Dogs_0_local EXECUTE 462.0 local - 2
1600965297 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 462.0 local - 2
1600965299 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600965299 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 462.0 local - 2
1600965297 stage_out_local_local_1000_0 JOB_TERMINATED 461.0 local - 1
1600965299 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600965299 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 461.0 local - 1
1600965299 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 461.0 local - 1
1600965305 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600965299 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 462.0 local - 2
1600965305 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600965310 stage_in_remote_local_2_0 SUBMIT 463.0 local - 3
1600965310 stage_in_remote_local_1_0 SUBMIT 464.0 local - 4
1600965310 stage_in_remote_local_0_0 SUBMIT 465.0 local - 5
1600965310 stage_in_local_local_0_0 SUBMIT 466.0 local - 6
1600965310 stage_in_remote_local_3_0 SUBMIT 467.0 local - 7
1600965310 register_local_1000_0 SUBMIT 468.0 local - 8
1600965311 stage_in_remote_local_0_0 EXECUTE 465.0 local - 5
1600965311 register_local_1000_0 EXECUTE 468.0 local - 8
1600965311 stage_in_remote_local_1_0 EXECUTE 464.0 local - 4
1600965311 stage_in_remote_local_3_0 EXECUTE 467.0 local - 7
1600965311 stage_in_remote_local_2_0 EXECUTE 463.0 local - 3
1600965311 stage_in_local_local_0_0 EXECUTE 466.0 local - 6
1600965313 register_local_1000_0 JOB_TERMINATED 468.0 local - 8
1600965315 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600965315 register_local_1000_0 POST_SCRIPT_STARTED 468.0 local - 8
1600965313 stage_in_remote_local_0_0 JOB_TERMINATED 465.0 local - 5
1600965315 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600965315 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 465.0 local - 5
1600965313 stage_in_remote_local_3_0 JOB_TERMINATED 467.0 local - 7
1600965315 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600965315 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 467.0 local - 7
1600965313 stage_in_remote_local_2_0 JOB_TERMINATED 463.0 local - 3
1600965315 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600965315 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 463.0 local - 3
1600965313 stage_in_remote_local_1_0 JOB_TERMINATED 464.0 local - 4
1600965315 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600965315 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 464.0 local - 4
1600965315 register_local_1000_0 POST_SCRIPT_TERMINATED 468.0 local - 8
1600965320 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600965315 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 463.0 local - 3
1600965320 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1600965315 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 467.0 local - 7
1600965320 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600965315 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 465.0 local - 5
1600965320 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1600965315 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 464.0 local - 4
1600965320 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600965316 stage_in_local_local_0_0 JOB_TERMINATED 466.0 local - 6
1600965320 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600965320 stage_in_local_local_0_0 POST_SCRIPT_STARTED 466.0 local - 6
1600965320 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 466.0 local - 6
1600965326 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1600965331 preprocess1_py_ID0000001 SUBMIT 469.0 condorpool - 9
1600965333 preprocess1_py_ID0000001 EXECUTE 469.0 condorpool - 9
1600965336 preprocess1_py_ID0000001 JOB_TERMINATED 469.0 condorpool - 9
1600965341 preprocess1_py_ID0000001 JOB_SUCCESS 0 condorpool - 9
1600965341 preprocess1_py_ID0000001 POST_SCRIPT_STARTED 469.0 condorpool - 9
1600965341 preprocess1_py_ID0000001 POST_SCRIPT_TERMINATED 469.0 condorpool - 9
1600965346 preprocess1_py_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 9
1600965351 clean_up_local_level_3_0 SUBMIT 470.0 local - 10
1600965351 stage_out_local_local_0_0 SUBMIT 471.0 local - 11
1600965351 Augmentation_py_ID0000002 SUBMIT 472.0 condorpool - 12
1600965352 Augmentation_py_ID0000002 EXECUTE 472.0 condorpool - 12
1600965353 stage_out_local_local_0_0 EXECUTE 471.0 local - 11
1600965353 clean_up_local_level_3_0 EXECUTE 470.0 local - 10
1600965356 Augmentation_py_ID0000002 JOB_TERMINATED 472.0 condorpool - 12
1600965356 Augmentation_py_ID0000002 JOB_SUCCESS 0 condorpool - 12
1600965356 Augmentation_py_ID0000002 POST_SCRIPT_STARTED 472.0 condorpool - 12
1600965357 Augmentation_py_ID0000002 POST_SCRIPT_TERMINATED 472.0 condorpool - 12
1600965361 Augmentation_py_ID0000002 POST_SCRIPT_SUCCESS 0 condorpool - 12
1600965358 stage_out_local_local_0_0 JOB_TERMINATED 471.0 local - 11
1600965361 stage_out_local_local_0_0 JOB_SUCCESS 0 local - 11
1600965361 stage_out_local_local_0_0 POST_SCRIPT_STARTED 471.0 local - 11
1600965361 stage_out_local_local_0_0 POST_SCRIPT_TERMINATED 471.0 local - 11
1600965366 stage_out_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 11
1600965366 stage_out_local_local_1_0 SUBMIT 473.0 local - 13
