1600925513 INTERNAL *** MONITORD_STARTED ***
1600925511 INTERNAL *** DAGMAN_STARTED 244.0 ***
1600925515 stage_out_local_local_1000_0 SUBMIT 245.0 local - 1
1600925515 create_dir_Cats_and_Dogs_0_local SUBMIT 246.0 local - 2
1600925516 create_dir_Cats_and_Dogs_0_local EXECUTE 246.0 local - 2
1600925516 stage_out_local_local_1000_0 EXECUTE 245.0 local - 1
1600925518 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 246.0 local - 2
1600925520 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600925520 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 246.0 local - 2
1600925518 stage_out_local_local_1000_0 JOB_TERMINATED 245.0 local - 1
1600925520 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600925520 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 245.0 local - 1
1600925521 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 246.0 local - 2
1600925526 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600925521 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 245.0 local - 1
1600925526 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600925531 stage_in_remote_local_2_0 SUBMIT 247.0 local - 3
1600925531 stage_in_remote_local_1_0 SUBMIT 248.0 local - 4
1600925531 stage_in_remote_local_0_0 SUBMIT 249.0 local - 5
1600925531 stage_in_local_local_0_0 SUBMIT 250.0 local - 6
1600925531 stage_in_remote_local_3_0 SUBMIT 251.0 local - 7
1600925531 register_local_1000_0 SUBMIT 252.0 local - 8
1600925536 stage_in_remote_local_1_0 EXECUTE 248.0 local - 4
1600925536 stage_in_remote_local_3_0 EXECUTE 251.0 local - 7
1600925536 stage_in_remote_local_2_0 EXECUTE 247.0 local - 3
1600925536 stage_in_local_local_0_0 EXECUTE 250.0 local - 6
1600925536 stage_in_remote_local_0_0 EXECUTE 249.0 local - 5
1600925536 register_local_1000_0 EXECUTE 252.0 local - 8
1600925538 register_local_1000_0 JOB_TERMINATED 252.0 local - 8
1600925541 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600925541 register_local_1000_0 POST_SCRIPT_STARTED 252.0 local - 8
1600925539 stage_in_remote_local_3_0 JOB_TERMINATED 251.0 local - 7
1600925541 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600925541 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 251.0 local - 7
1600925539 stage_in_remote_local_2_0 JOB_TERMINATED 247.0 local - 3
1600925541 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600925541 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 247.0 local - 3
1600925539 stage_in_remote_local_1_0 JOB_TERMINATED 248.0 local - 4
1600925541 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600925541 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 248.0 local - 4
1600925539 stage_in_remote_local_0_0 JOB_TERMINATED 249.0 local - 5
1600925541 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600925541 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 249.0 local - 5
1600925541 register_local_1000_0 POST_SCRIPT_TERMINATED 252.0 local - 8
1600925546 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600925541 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 251.0 local - 7
1600925546 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600925541 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 247.0 local - 3
1600925546 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1600925541 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 248.0 local - 4
1600925546 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600925541 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 249.0 local - 5
