1600377826 INTERNAL *** MONITORD_STARTED ***
1600377824 INTERNAL *** DAGMAN_STARTED 201.0 ***
1600377828 stage_out_local_local_1000_0 SUBMIT 202.0 local - 1
1600377828 create_dir_Cats_and_Dogs_0_local SUBMIT 203.0 local - 2
1600377829 stage_out_local_local_1000_0 EXECUTE 202.0 local - 1
1600377829 create_dir_Cats_and_Dogs_0_local EXECUTE 203.0 local - 2
1600377831 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 203.0 local - 2
1600377833 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600377833 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 203.0 local - 2
1600377831 stage_out_local_local_1000_0 JOB_TERMINATED 202.0 local - 1
1600377833 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600377833 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 202.0 local - 1
1600377833 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 202.0 local - 1
1600377838 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600377833 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 203.0 local - 2
1600377838 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600377843 stage_in_remote_local_2_0 SUBMIT 204.0 local - 3
1600377843 stage_in_remote_local_1_0 SUBMIT 205.0 local - 4
1600377843 stage_in_remote_local_0_0 SUBMIT 206.0 local - 5
1600377843 stage_in_local_local_0_0 SUBMIT 207.0 local - 6
1600377843 stage_in_remote_local_3_0 SUBMIT 208.0 local - 7
1600377843 register_local_1000_0 SUBMIT 209.0 local - 8
1600377845 stage_in_remote_local_2_0 EXECUTE 204.0 local - 3
1600377845 stage_in_remote_local_1_0 EXECUTE 205.0 local - 4
1600377846 stage_in_remote_local_0_0 EXECUTE 206.0 local - 5
1600377846 stage_in_local_local_0_0 EXECUTE 207.0 local - 6
1600377846 stage_in_remote_local_3_0 EXECUTE 208.0 local - 7
1600377846 register_local_1000_0 EXECUTE 209.0 local - 8
1600377848 register_local_1000_0 JOB_TERMINATED 209.0 local - 8
1600377848 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600377848 register_local_1000_0 POST_SCRIPT_STARTED 209.0 local - 8
1600377848 stage_in_remote_local_1_0 JOB_TERMINATED 205.0 local - 4
1600377848 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600377848 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 205.0 local - 4
1600377848 stage_in_remote_local_2_0 JOB_TERMINATED 204.0 local - 3
1600377848 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600377848 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 204.0 local - 3
1600377848 stage_in_remote_local_3_0 JOB_TERMINATED 208.0 local - 7
