1600926287 INTERNAL *** MONITORD_STARTED ***
1600926285 INTERNAL *** DAGMAN_STARTED 298.0 ***
1600926289 stage_out_local_local_1000_0 SUBMIT 299.0 local - 1
1600926289 create_dir_Cats_and_Dogs_0_local SUBMIT 300.0 local - 2
1600926290 create_dir_Cats_and_Dogs_0_local EXECUTE 300.0 local - 2
1600926290 stage_out_local_local_1000_0 EXECUTE 299.0 local - 1
1600926292 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 300.0 local - 2
1600926294 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600926294 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 300.0 local - 2
1600926292 stage_out_local_local_1000_0 JOB_TERMINATED 299.0 local - 1
1600926294 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600926294 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 299.0 local - 1
1600926294 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 299.0 local - 1
1600926299 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600926295 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 300.0 local - 2
1600926299 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600926304 stage_in_remote_local_2_0 SUBMIT 301.0 local - 3
1600926304 stage_in_remote_local_1_0 SUBMIT 302.0 local - 4
1600926304 stage_in_remote_local_0_0 SUBMIT 303.0 local - 5
1600926304 stage_in_local_local_0_0 SUBMIT 304.0 local - 6
1600926304 stage_in_remote_local_3_0 SUBMIT 305.0 local - 7
1600926304 register_local_1000_0 SUBMIT 306.0 local - 8
1600926307 stage_in_remote_local_0_0 EXECUTE 303.0 local - 5
1600926307 register_local_1000_0 EXECUTE 306.0 local - 8
1600926307 stage_in_remote_local_1_0 EXECUTE 302.0 local - 4
1600926307 stage_in_remote_local_3_0 EXECUTE 305.0 local - 7
1600926307 stage_in_remote_local_2_0 EXECUTE 301.0 local - 3
1600926307 stage_in_local_local_0_0 EXECUTE 304.0 local - 6
1600926310 stage_in_remote_local_3_0 JOB_TERMINATED 305.0 local - 7
1600926314 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600926314 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 305.0 local - 7
1600926310 stage_in_remote_local_0_0 JOB_TERMINATED 303.0 local - 5
1600926314 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600926314 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 303.0 local - 5
1600926310 stage_in_remote_local_2_0 JOB_TERMINATED 301.0 local - 3
1600926314 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600926314 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 301.0 local - 3
1600926310 register_local_1000_0 JOB_TERMINATED 306.0 local - 8
1600926314 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600926314 register_local_1000_0 POST_SCRIPT_STARTED 306.0 local - 8
1600926310 stage_in_remote_local_1_0 JOB_TERMINATED 302.0 local - 4
1600926314 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600926314 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 302.0 local - 4
1600926312 stage_in_local_local_0_0 JOB_TERMINATED 304.0 local - 6
1600926314 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600926314 stage_in_local_local_0_0 POST_SCRIPT_STARTED 304.0 local - 6
1600926314 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 305.0 local - 7
1600926319 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600926314 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 303.0 local - 5
