1600966815 INTERNAL *** MONITORD_STARTED ***
1600966813 INTERNAL *** DAGMAN_STARTED 514.0 ***
1600966817 stage_out_local_local_1000_0 SUBMIT 515.0 local - 1
1600966817 create_dir_Cats_and_Dogs_0_local SUBMIT 516.0 local - 2
1600966819 create_dir_Cats_and_Dogs_0_local EXECUTE 516.0 local - 2
1600966819 stage_out_local_local_1000_0 EXECUTE 515.0 local - 1
1600966821 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 516.0 local - 2
1600966823 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600966823 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 516.0 local - 2
1600966821 stage_out_local_local_1000_0 JOB_TERMINATED 515.0 local - 1
1600966823 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600966823 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 515.0 local - 1
1600966823 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 516.0 local - 2
1600966828 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600966823 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 515.0 local - 1
1600966828 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600966833 stage_in_remote_local_2_0 SUBMIT 517.0 local - 3
1600966833 stage_in_remote_local_1_0 SUBMIT 518.0 local - 4
1600966833 stage_in_remote_local_0_0 SUBMIT 519.0 local - 5
1600966833 stage_in_local_local_0_0 SUBMIT 520.0 local - 6
1600966833 stage_in_remote_local_3_0 SUBMIT 521.0 local - 7
1600966833 register_local_1000_0 SUBMIT 522.0 local - 8
1600966834 stage_in_remote_local_2_0 EXECUTE 517.0 local - 3
1600966834 stage_in_local_local_0_0 EXECUTE 520.0 local - 6
1600966834 stage_in_remote_local_0_0 EXECUTE 519.0 local - 5
1600966834 register_local_1000_0 EXECUTE 522.0 local - 8
1600966834 stage_in_remote_local_1_0 EXECUTE 518.0 local - 4
1600966834 stage_in_remote_local_3_0 EXECUTE 521.0 local - 7
1600966836 register_local_1000_0 JOB_TERMINATED 522.0 local - 8
1600966838 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600966838 register_local_1000_0 POST_SCRIPT_STARTED 522.0 local - 8
1600966837 stage_in_remote_local_0_0 JOB_TERMINATED 519.0 local - 5
1600966838 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600966838 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 519.0 local - 5
1600966837 stage_in_remote_local_1_0 JOB_TERMINATED 518.0 local - 4
